com.samsung.shealth.exercise.weather,6261011,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
3.0,,2020-09-17 19:29:09.407,35.93372,,,Cloudy,,1,TWC,2020-09-17 19:55:01.263,2020-09-17 19:55:01.263,0,-83.963326,24.0,74,UTC-0400,PEzvKidhug,f9d6f35b-1db1-ecb7-90f6-8262d35ffd6c,com.sec.android.app.shealth,,,,3,0e836faa-4715-07cc-60e1-5ecae3fbcd7c,
2.0,,2021-03-24 21:24:31.070,35.933037,,,Fair,,1,TWC,2021-03-24 21:48:39.866,2021-03-24 21:48:39.395,0,-83.965485,24.0,46,UTC-0400,C2yRtg360R,266de869-5baf-f9c9-140a-6b6e6ba092cc,com.sec.android.app.shealth,,,,1,c5750b4f-f5c0-74c1-3411-ccb0c8f443dd,
0.0,,2018-04-22 03:45:42.196,39.746952,,,Partly Cloudy,,1,TWC,2018-04-22 04:03:26.503,2018-04-22 04:03:26.503,0,-104.995,4.0,84,UTC+0000,PEzvKidhug,5c086a62-46fc-9017-1906-199492ce0713,com.sec.android.app.shealth,,,,19,5bf4f0e0-5d89-178b-e9b8-9c931146ce01,
3.0,,2021-05-15 21:15:16.630,35.929356,,,Fair,,1,TWC,2021-05-15 21:53:25.866,2021-05-15 21:53:19.136,0,-83.97217,23.0,32,UTC-0400,C2yRtg360R,03f99cfa-629d-8ff8-b424-c7e7d6f5df3f,com.sec.android.app.shealth,,,,1,69225dc5-1a70-4469-10da-6c745618b150,
0.0,,2017-10-12 21:59:46.494,35.930252,,WNW,Sunny,,1,AccuWeather,2017-10-12 22:29:45.779,2017-10-12 22:29:45.779,0,-84.04578,26.1,52,UTC+0000,PEzvKidhug,b0cb10aa-5b56-78b4-2a5e-46adf101f258,com.sec.android.app.shealth,km/h,,7.0,1,9488ef0b-e087-caba-7ecb-9931aa05ab97,
,0,2020-05-07 19:25:35.479,35.929752,,SSW. 210,Mostly Cloudy,0,1,TWC,2020-05-07 19:25:35.484,2020-05-07 19:25:35.484,1,-83.97343,19.0,31,UTC-0400,cfxbbbfj2r,1c1c7c5e-4079-4084-866d-b1d98c326787,com.sec.android.app.shealth,km/h,0,10.0,3,f44ccb79-9e13-4e31-8301-a573bd74a5a0,
0.0,,2017-04-25 00:21:28.980,35.94535,,E,Mostly cloudy,,1,AccuWeather,2017-04-25 00:53:17.505,2017-04-25 00:53:17.505,0,-83.94977,17.8,72,UTC+0000,PEzvKidhug,59a56272-7919-64d9-53d1-9d59df77d8de,com.sec.android.app.shealth,km/h,,7.0,3,5bcac66e-f492-81c3-25af-1b42309fbac9,
3.0,,2017-10-27 19:12:44.457,35.94578,,WSW,Sunny,,1,AccuWeather,2017-10-27 19:44:23.294,2017-10-27 19:44:23.294,0,-83.94939,22.2,40,UTC+0000,PEzvKidhug,b87a02e9-c150-19ba-dec9-c522cb15aa8e,com.sec.android.app.shealth,km/h,,7.0,1,bccefa7e-508f-59b3-6f37-d3ea8a475dfa,
0.0,,2018-04-02 22:58:34.917,35.953632,,,Mostly Cloudy,,1,TWC,2018-04-02 23:19:04.276,2018-04-02 23:19:04.276,0,-83.93993,22.0,52,UTC+0000,PEzvKidhug,f303960b-8add-8cc8-8b69-db4959ebf8e4,com.sec.android.app.shealth,,,,3,05f23bdb-7627-e5b5-20c3-ad1e6f9eb3b3,
0.0,,2018-06-06 00:08:40.864,33.768806,,,Fair,,1,TWC,2018-06-06 00:23:10.507,2018-06-06 00:23:10.507,0,-84.36204,24.0,49,UTC+0000,PEzvKidhug,c726d611-196f-ff57-f4c3-1dbae503009d,com.sec.android.app.shealth,,,,1,2269d91a-f4f1-753b-0d4f-ce72091808d7,
0.0,,2017-10-07 00:45:59.048,35.968822,,N,Mostly cloudy,,1,AccuWeather,2017-10-07 01:02:42.719,2017-10-07 01:02:42.719,0,-83.91833,20.0,77,UTC+0000,PEzvKidhug,8acd25a6-a0a8-dd19-1454-196e3f435fdb,com.sec.android.app.shealth,km/h,,7.0,3,21647c40-dc8e-ea41-9e84-6b09f85c482f,
0.0,,2018-06-23 00:13:53.734,35.956505,,,Partly Cloudy,,1,TWC,2018-06-23 00:33:37.120,2018-06-23 00:33:37.120,0,-83.938675,22.0,87,UTC+0000,PEzvKidhug,5d951ab6-1d90-3608-c8f6-b357f18aaacb,com.sec.android.app.shealth,,,,2,fc629e84-5487-e0c8-df56-f7f82c159c3c,
1.0,,2017-05-21 22:51:34.053,30.481995,,SSE,Cloudy,,1,AccuWeather,2017-05-21 23:17:36.957,2017-05-21 23:17:36.957,0,-90.05662,25.1,87,UTC+0000,PEzvKidhug,85e4ef39-8f3e-1336-8b9f-1f3c523537f6,com.sec.android.app.shealth,km/h,,7.0,3,7ea2147c-6c25-a1e2-62c3-259861d1da53,
9.0,,2021-05-18 18:15:06.260,35.935684,,,Partly Cloudy,,1,TWC,2021-05-18 18:47:29.404,2021-05-18 18:47:29.399,0,-83.956924,23.0,60,UTC-0400,C2yRtg360R,aaf083c7-f86b-bf15-d760-21f0ad59fc50,com.sec.android.app.shealth,,,,2,25d77ae6-5cab-9e68-9efe-f53784acc2a5,
,0,2020-05-07 18:13:58.019,35.939816,,W. 270,Mostly Cloudy,0,1,TWC,2020-05-07 18:13:58.068,2020-05-07 18:13:58.068,1,-83.95833,18.0,32,UTC-0400,cfxbbbfj2r,1ca0b1af-4cbf-451a-afd1-613671cc99ba,com.sec.android.app.shealth,km/h,0,8.0,3,1263c777-ad20-4f8a-bc77-b236a1925418,
0.0,,2020-10-13 22:48:30.861,35.93675,,,Sunny,,1,TWC,2020-10-13 23:06:01.384,2020-10-13 23:06:01.384,0,-83.956894,18.0,63,UTC-0400,PEzvKidhug,2d891444-c295-ae7d-51ec-0674f5e4961a,com.sec.android.app.shealth,,,,1,5f053c1e-9b65-8304-a20c-0e0fe047f76e,
0.0,,2020-09-28 22:57:20.090,35.932873,,,Cloudy,,1,TWC,2020-09-28 23:43:20.821,2020-09-28 23:43:20.821,0,-83.96172,24.0,73,UTC-0400,PEzvKidhug,274c2000-5520-15f5-dcf1-dcc016bbf1bb,com.sec.android.app.shealth,,,,3,ef82e753-23be-4b65-5a6b-fab98c467a0d,
,0,2020-10-12 17:20:01.808,35.940052,,SW. 230,Cloudy,0,1,TWC,2020-10-12 17:20:01.812,2020-10-12 17:20:01.812,1,-83.95849,22.0,89,UTC-0400,cfxbbbfj2r,0665c28b-273c-431c-9d91-6b022f8c11c9,com.sec.android.app.shealth,km/h,0,6.0,3,28921f41-1b7f-4d4a-9fcc-b690bda8ac40,
7.0,,2018-09-22 17:56:31.051,35.041473,,,Partly Cloudy,,1,TWC,2018-09-22 18:15:27.229,2018-09-22 18:15:27.229,0,-85.30862,31.0,47,UTC+0000,PEzvKidhug,a1278ea9-675e-1146-4a8b-047eb00faddd,com.sec.android.app.shealth,,,,2,665eaf5b-c6fc-dd59-9b6c-d9a79f194f24,
3.0,,2020-09-20 20:23:22.084,35.935814,,,Sunny,,1,TWC,2020-09-20 20:40:11.286,2020-09-20 20:40:11.286,0,-83.95716,23.0,39,UTC-0400,PEzvKidhug,2148735f-bdc4-d54b-e839-28ad15bbacd3,com.sec.android.app.shealth,,,,1,e7b96383-4f71-0756-8483-40c15e3ee8b3,
2.0,,2018-03-31 19:51:04.354,35.956722,,N,Partly sunny,,1,Accuweather,2018-03-31 20:14:55.262,2018-03-31 20:14:55.262,0,-83.94015,19.5,34,UTC+0000,PEzvKidhug,84da439a-d2d6-3bb6-c2aa-aa26e4b3abc4,com.sec.android.app.shealth,km/h,,7.0,2,ef4fbac5-5cc4-b0a9-6d74-baa5e215b911,
4.0,,2021-07-30 21:08:24.210,35.93833,,,Partly Cloudy,,1,TWC,2021-07-30 21:45:42.627,2021-07-30 21:45:38.587,0,-83.957985,32.0,54,UTC-0400,C2yRtg360R,99b5926a-1fb1-3a5d-c10d-8f9b57a7b2a9,com.sec.android.app.shealth,,,,2,f7abf1ab-0bc0-66df-5a50-d2d0dd6c464b,
2.0,,2018-04-22 23:00:37.191,40.01743,,,Sunny,,1,TWC,2018-04-22 23:19:05.372,2018-04-22 23:19:05.372,0,-105.2762,17.0,35,UTC+0000,PEzvKidhug,eb86a1b6-cd93-0b78-3cdf-1e69fab07fd5,com.sec.android.app.shealth,,,,1,a5f6ed1c-7c3e-56e9-5974-10b3875a0b3b,
0.0,,2018-09-01 02:00:24.667,35.593243,,,Clear,,1,TWC,2018-09-01 02:12:52.500,2018-09-01 02:12:52.500,0,-82.55128,22.0,92,UTC+0000,PEzvKidhug,dca88c25-b2cf-d580-8f0d-687e8eaa7f73,com.sec.android.app.shealth,,,,18,461230e6-34b9-3422-1479-1d8d6e7c79e3,
2.0,,2016-03-06 20:27:40.506,35.94599,,N,Cloudy,,1,AccuWeather,2016-03-06 21:08:22.917,2016-03-06 21:08:22.917,0,-83.95127,14.2,39,UTC+0000,ROm+XQMkto,08ca6724-f8e8-445b-0fd0-d4e27d2c07d9,com.sec.android.app.shealth,km/h,,7.0,3,0eca24b1-1ad1-0e1f-093f-a42271361a0c,
0.0,,2021-07-08 23:48:52.500,35.96948,,,Fair,,1,TWC,2021-07-09 00:05:27.203,2021-07-09 00:05:25.511,0,-83.919785,29.0,63,UTC-0400,C2yRtg360R,912c23c4-06ff-f02c-d79e-b0cf9281b68f,com.sec.android.app.shealth,,,,1,c8e33e7b-d625-66c3-c0b9-15ae24d42bf4,
0.0,,2016-08-11 00:18:12.888,35.944717,,ESE,Partly sunny,,1,AccuWeather,2016-08-11 01:08:11.354,2016-08-11 01:08:11.354,0,-83.949814,30.3,52,UTC+0000,ROm+XQMkto,66907487-b8c6-c754-5e7a-fe2fbff7cef9,com.sec.android.app.shealth,km/h,,7.0,2,6733e555-013d-0d56-e5c8-89c1097e2fc3,
0.0,,2017-04-14 23:10:50.090,35.957954,,SSW,Sunny,,1,AccuWeather,2017-04-15 00:11:57.306,2017-04-15 00:11:57.306,0,-83.93363,25.6,34,UTC+0000,PEzvKidhug,23fddb2b-28bc-1e04-26ad-ff4560683085,com.sec.android.app.shealth,km/h,,7.0,1,da7a5b81-385f-13e1-1edd-3044a116d696,
1.0,,2021-05-05 22:05:36.950,35.923744,,,Cloudy,,1,TWC,2021-05-05 23:05:40.564,2021-05-05 23:05:40.558,0,-84.036934,19.0,63,UTC-0400,C2yRtg360R,25948659-4995-1c3b-adcc-179cc4a93e08,com.sec.android.app.shealth,,,,3,c9a896ba-7026-9f60-17d3-f4020d7adf85,
6.0,,2018-09-22 18:55:29.733,35.050232,,,Partly Cloudy,,1,TWC,2018-09-22 19:12:40.348,2018-09-22 19:12:40.348,0,-85.30942,32.0,44,UTC+0000,PEzvKidhug,ed0d8f2e-94ef-3532-0fb2-29c592f17cb6,com.sec.android.app.shealth,,,,2,8de0a4bc-db93-3cd1-6874-5fa9c3a1d0d3,
,,2022-06-28 18:25:41.388,35.9337,,10.N,Partly Cloudy,,1,TWC,2022-06-28 20:22:08.744,2022-06-28 20:22:08.744,1,-83.957214,29.0,38,UTC-0400,wTlI5+wI+C,ebe9b455-80e1-4fa5-b00c-41dc7045f4f4,com.sec.android.app.shealth,km/h,,10.0,2,bade9ae9-097d-4642-899f-9311d584116a,
1.0,,2018-05-05 22:44:35.322,35.959766,,,Partly Cloudy,,1,TWC,2018-05-05 22:57:41.454,2018-05-05 22:57:41.454,0,-83.92888,24.0,59,UTC+0000,PEzvKidhug,765395d9-6dfe-f6c1-b93f-681ac16d0e45,com.sec.android.app.shealth,,,,2,eb5692fd-aeb3-9fac-ff09-3b9b44bed928,
10.0,,2021-07-14 17:52:17.710,35.938362,,,Partly Cloudy,,1,TWC,2021-07-14 18:27:27.723,2021-07-14 18:27:24.267,0,-83.95797,30.0,58,UTC-0400,C2yRtg360R,538689a1-08da-4c3a-8d47-950efc17e8bd,com.sec.android.app.shealth,,,,2,6d71359c-6db1-f753-26a5-60f70a4dcc40,
4.0,,2016-09-03 19:48:51.089,35.945377,,N,Partly sunny,,1,AccuWeather,2016-09-03 20:34:02.003,2016-09-03 20:34:02.003,0,-83.949745,28.9,30,UTC+0000,ROm+XQMkto,9a76140d-2a45-dd61-d2f3-f3fe62ca85a6,com.sec.android.app.shealth,km/h,,7.0,2,ccfb29f3-3d9d-58a6-48c3-70653bac8ae4,
0.0,,2020-10-05 22:38:35.790,35.936104,,,Sunny,,1,TWC,2020-10-05 22:50:14.342,2020-10-05 22:50:14.342,0,-83.95769,18.0,61,UTC-0400,PEzvKidhug,acfa2b1c-ff5e-2ec2-d28b-81d084872124,com.sec.android.app.shealth,,,,1,b2f9a0d1-36c2-e2c5-620d-d6c67ffbf509,
5.0,,2020-09-22 19:52:02.990,35.93347,,,Fair,,1,TWC,2020-09-22 20:31:29.536,2020-09-22 20:31:29.536,0,-83.96455,21.0,46,UTC-0400,PEzvKidhug,fdf27ed4-8cb0-c83e-40ce-bc21e9770ca4,com.sec.android.app.shealth,,,,1,edfa0726-2e77-04e9-a6b2-df5db588a327,
0.0,,2016-09-11 00:20:23.331,35.957806,,S,Cloudy,,1,AccuWeather,2016-09-11 00:29:01.027,2016-09-11 00:29:01.027,0,-83.934425,31.1,37,UTC+0000,ROm+XQMkto,c4d435fb-ed49-958d-9bc2-61b8977151e3,com.sec.android.app.shealth,km/h,,7.0,3,565e1e64-e19f-dddc-f9e1-9aacd4fc7d7b,
3.0,,2016-03-20 17:43:00.134,35.94554,,W,Cloudy,,1,AccuWeather,2016-03-20 18:12:15.874,2016-03-20 18:12:15.874,0,-83.95001,9.4,51,UTC+0000,ROm+XQMkto,b1f191c7-f59f-de32-60a3-28f35d12e629,com.sec.android.app.shealth,km/h,,7.0,3,dca96408-3c98-ecff-8caf-3f05dace507e,
2.0,,2021-09-16 21:47:08.190,35.93695,,,Mostly Cloudy,,1,TWC,2021-09-16 22:00:48.867,2021-09-16 22:00:48.373,0,-83.95702,27.666668,58,UTC-0400,C2yRtg360R,976c8d2b-010b-3b45-495a-60ec5215ca9c,com.sec.android.app.shealth,,,,2,121b29a9-7fff-66f1-cf1d-b2b50aeda9c1,
1.0,,2020-06-27 23:07:15.735,35.920322,,,Partly Cloudy,,1,TWC,2020-06-27 23:19:12.418,2020-06-27 23:19:12.418,0,-84.05262,26.0,67,UTC-0400,PEzvKidhug,de9ed5ce-c373-8937-8355-6291926f7c83,com.sec.android.app.shealth,,,,2,fdc04c58-54e8-77b1-59c5-e61694165fdf,
0.0,,2016-09-02 23:38:54.673,35.958084,,NE,Cloudy,,1,AccuWeather,2016-09-03 00:30:11.179,2016-09-03 00:30:11.179,0,-83.93369,26.7,51,UTC+0000,ROm+XQMkto,69b6c25c-0739-e7f7-aca1-6d0b5fc79d9a,com.sec.android.app.shealth,km/h,,7.0,3,9a75fa2d-698b-f12d-2fc3-33718d2fe903,
5.0,,2016-05-21 19:03:58.201,35.945435,,W,Mostly cloudy,,1,AccuWeather,2016-05-21 20:06:34.725,2016-05-21 20:06:34.725,0,-83.94985,22.8,57,UTC+0000,ROm+XQMkto,d6f3691f-40a6-0e81-02d6-fa7915264b73,com.sec.android.app.shealth,km/h,,7.0,3,6924eba7-b7b3-f22d-ff3d-d1121f100492,
,0,2021-06-04 23:01:07.637,35.969795,,N. 10,Fair,0,1,TWC,2021-06-04 23:01:07.651,2021-06-04 23:01:07.651,1,-83.91926,28.0,47,UTC-0400,KwIsSebkfa,1dff220b-c2ec-47c8-94f8-97b5e9baf296,com.sec.android.app.shealth,km/h,0,3.0,1,3dc179d3-c487-4d25-a868-de899af2c05a,
0.0,,2018-01-06 01:33:40.518,35.924908,,,Cloudy,,1,TWC,2018-01-06 01:49:35.363,2018-01-06 01:49:35.363,0,-84.0372,-6.0,52,UTC+0000,PEzvKidhug,81a12a16-e039-c6dc-ca5f-007e4b242a5a,com.sec.android.app.shealth,,,,3,d4e7fc2e-2f0d-4af2-de8f-c633ac80de0b,
10.0,,2018-07-28 17:13:59.858,35.95994,,,Partly Cloudy,,1,TWC,2018-07-28 17:34:58.435,2018-07-28 17:34:58.435,0,-83.92856,29.0,41,UTC+0000,PEzvKidhug,198da9c0-6320-1bde-1d05-c01f81e815b3,com.sec.android.app.shealth,,,,2,acc7b4db-073c-d218-30ed-0a4f0f715d7b,
0.0,,2021-09-11 22:33:17.410,35.936996,,,Sunny,,1,TWC,2021-09-11 23:21:41.964,2021-09-11 23:21:41.833,0,-83.95706,25.0,53,UTC-0400,C2yRtg360R,abbe9ae9-b66d-4d70-d109-a82ebe986fc2,com.sec.android.app.shealth,,,,1,af54bd84-c250-d82b-d3bc-b1757312f0e5,
0.0,0,2016-06-03 20:56:49.897,35.945007,,N. 0.0,Clouds and sun,0,0,AccuWeather,2016-06-03 20:56:49.898,2016-06-03 20:56:49.898,1,-83.95027,86.0,49,UTC-0400,OBFuvbOf82,c4073381-71cd-4a7f-a15a-aa979caff6e7,com.sec.android.app.shealth,mi/h,0,0.0,4,6a81aa6a-6fbf-4e18-a084-263f39b3a3a9,
0.0,,2018-01-17 03:16:24.688,35.959747,,,Cloudy,,1,TWC,2018-01-17 03:33:53.780,2018-01-17 03:33:53.780,0,-83.929794,-7.0,67,UTC+0000,PEzvKidhug,f635ad01-592a-3e31-2d1d-5094befbd29e,com.sec.android.app.shealth,,,,3,c13b4802-d197-a333-f88c-6cc20d7c0ca7,
0.0,,2016-06-29 00:42:09.550,35.946327,,N,Cloudy,,1,AccuWeather,2016-06-29 01:35:06.641,2016-06-29 01:35:06.641,0,-83.951996,22.2,93,UTC+0000,ROm+XQMkto,f5c5c82e-636e-4a1f-55f0-c134df5a647e,com.sec.android.app.shealth,km/h,,7.0,3,7c577467-7571-8256-b2ce-9fbbed3d757f,
0.0,,2018-01-20 20:12:53.658,35.897892,,,Partly Cloudy,,1,TWC,2018-01-20 20:35:59.373,2018-01-20 20:35:59.373,0,-84.16694,14.0,41,UTC+0000,PEzvKidhug,6c77eb09-4a90-0be9-3649-eb53066a3c05,com.sec.android.app.shealth,,,,2,1390c05c-b1a8-dd53-20a4-d57c27660094,
,,2022-09-16 22:45:14.058,35.927242,,60.ENE,Sunny,,1,TWC,2022-09-16 23:07:42.616,2022-09-16 23:07:42.616,1,-83.96553,27.0,55,UTC-0400,fOrMnGyNlI,065a5b4d-8ebe-4818-9898-03c9359741c9,com.sec.android.app.shealth,km/h,,2.0,1,a92c6c7b-ad73-4ae7-9527-efee9cf4498d,
7.0,,2020-08-16 19:37:14.610,35.92974,,,Partly Cloudy,,1,TWC,2020-08-16 20:13:10.157,2020-08-16 20:13:10.157,0,-83.97259,30.0,56,UTC-0400,PEzvKidhug,89043ae3-02cf-7466-79d0-3ba8329b8c43,com.sec.android.app.shealth,,,,2,29e2ea8f-070d-4dab-2405-a05964d546d2,
0.0,,2021-04-26 23:09:22.120,35.93838,,,Sunny,,1,TWC,2021-04-26 23:24:07.123,2021-04-26 23:24:05.782,0,-83.958015,24.0,40,UTC-0400,C2yRtg360R,b4cda48e-9419-2d97-656a-a3c4484904fc,com.sec.android.app.shealth,,,,1,1e87ca45-7143-d6de-3bb5-5b4e6339a9a2,
,,2022-08-26 20:05:34.554,35.933323,,310.NW,Partly Cloudy,,1,TWC,2022-08-26 20:30:13.131,2022-08-26 20:30:13.131,1,-83.95727,28.0,66,UTC-0400,fOrMnGyNlI,865aad8e-d134-4b48-8695-b862f85d6984,com.sec.android.app.shealth,km/h,,5.0,2,26c9ca78-fdb1-44c2-b3a1-2b888a19759a,
0.0,,2018-07-15 00:50:24.427,35.957226,,,Partly Cloudy,,1,TWC,2018-07-15 01:18:36.375,2018-07-15 01:18:36.375,0,-83.93882,28.0,69,UTC+0000,PEzvKidhug,d0561ef6-886e-dae4-3ada-c030e4a50370,com.sec.android.app.shealth,,,,19,e320365b-5b7f-af36-011f-f17f3e590868,
3.0,,2018-09-30 19:57:30.575,35.956284,,,Partly Cloudy,,1,TWC,2018-09-30 20:09:10.383,2018-09-30 20:09:10.383,0,-83.93869,29.0,53,UTC+0000,PEzvKidhug,fc602fca-083f-c69f-830b-d6cc6aa0dd08,com.sec.android.app.shealth,,,,2,4c9f275a-5bd4-a845-c7dc-b6fc904ebd1d,
2.0,,2016-06-23 21:55:58.619,35.958393,,SW,Partly sunny,,1,AccuWeather,2016-06-23 22:11:04.898,2016-06-23 22:11:04.898,0,-83.93525,34.4,38,UTC+0000,ROm+XQMkto,3922bd18-158e-0bcd-20d3-9e1ffffd0f41,com.sec.android.app.shealth,km/h,,7.0,2,e7b13294-2f6a-6e7d-d9c9-ee75bd9dccf1,
,0,2020-04-07 19:40:40.677,35.938683,,SW. 220,Mostly Cloudy,0,1,TWC,2020-04-07 19:40:40.679,2020-04-07 19:40:40.679,1,-83.95808,27.0,45,UTC-0400,cfxbbbfj2r,88a8c3c0-01c6-432b-8575-cfbd5d5b21fc,com.sec.android.app.shealth,km/h,0,18.0,3,7d27c0e3-b5bf-4a3c-9aa8-72f696d75556,
0.0,,2018-12-01 23:04:53.625,35.92612,,,Cloudy,,1,TWC,2018-12-01 23:19:36.346,2018-12-01 23:19:36.346,0,-84.03858,14.0,94,UTC+0000,PEzvKidhug,0d0ac08f-f165-1b5d-b0a0-459cf897fff5,com.sec.android.app.shealth,,,,3,51033596-fead-e090-3ac4-2e44e7b48b41,
6.0,,2020-04-08 19:03:43.338,35.938763,,,Partly Cloudy,,1,TWC,2020-04-08 19:45:39.704,2020-04-08 19:45:39.704,0,-83.958115,26.0,55,UTC-0400,PEzvKidhug,389d44b4-ea5b-b8ba-b9b0-07f5ceeea8c1,com.sec.android.app.shealth,,,,2,dd843d22-cbc5-23c9-0e02-2d4226b94ba3,
0.0,,2017-10-26 21:45:06.045,35.955933,,N,Sunny,,1,AccuWeather,2017-10-26 22:19:13.408,2017-10-26 22:19:13.408,0,-83.86748,17.8,39,UTC+0000,PEzvKidhug,b2d66068-0fef-8022-ba3a-251eb4b91c45,com.sec.android.app.shealth,km/h,,7.0,1,4a3fb030-0709-6e43-22a8-c80fe473d5a9,
1.0,,2021-03-26 21:35:03.730,35.929764,,,Sunny,,1,TWC,2021-03-26 22:12:50.537,2021-03-26 22:12:49.589,0,-83.961296,24.0,34,UTC-0400,C2yRtg360R,3290126b-4316-9d34-c115-45c407d40b53,com.sec.android.app.shealth,,,,1,0a1d9202-0f17-cc2f-faa0-29658f13d9c6,
6.0,,2020-04-05 19:13:02.236,35.93597,,,Fair,,1,TWC,2020-04-05 19:50:34.681,2020-04-05 19:50:34.681,0,-83.95699,26.0,26,UTC-0400,PEzvKidhug,a014578c-b343-0adb-b41a-38f507c888ff,com.sec.android.app.shealth,,,,1,fda29d29-297c-740a-0506-d4866d1b7ac4,
4.0,,2021-04-19 20:20:07.880,35.941143,,,Partly Cloudy,,1,TWC,2021-04-19 21:04:54.564,2021-04-19 21:04:54.556,0,-83.963936,19.0,40,UTC-0400,C2yRtg360R,61b70b68-46a9-53c9-b84e-a70ffae1f197,com.sec.android.app.shealth,,,,2,5d913827-676c-99b2-1a80-9a7be2dbc23e,
7.0,,2021-04-15 18:46:45.140,35.92944,,,Partly Cloudy,,1,TWC,2021-04-15 19:24:52.169,2021-04-15 19:24:47.855,0,-83.97248,17.0,40,UTC-0400,C2yRtg360R,20149ef3-4b66-1280-7280-bd656533e03d,com.sec.android.app.shealth,,,,2,13ea3bfc-e47f-6bf1-d524-3aab3eca20c4,
0.0,,2018-06-03 01:29:56.701,35.95368,,,Fair,,1,TWC,2018-06-03 01:49:27.545,2018-06-03 01:49:27.545,0,-83.93964,24.0,85,UTC+0000,PEzvKidhug,9c293a0d-3d3a-3cc9-a352-152806e09f2f,com.sec.android.app.shealth,,,,18,dd2ce814-1805-2b8d-b524-c734592afaa6,
0.0,,2016-09-04 23:22:21.158,35.957985,,WNW,Sunny,,1,AccuWeather,2016-09-05 00:30:11.978,2016-09-05 00:30:11.978,0,-83.9341,31.1,27,UTC+0000,ROm+XQMkto,6c42af01-d3f4-8ee3-7e20-9c39e992569d,com.sec.android.app.shealth,km/h,,7.0,1,0b7e0f74-acba-73a4-9292-cf2b3a84b4cd,
0.0,,2016-09-14 23:40:41.672,35.945393,,ENE,Mostly cloudy,,1,AccuWeather,2016-09-15 00:20:56.203,2016-09-15 00:20:56.203,0,-83.949875,29.4,47,UTC+0000,ROm+XQMkto,2b1d5112-08b4-7753-c15e-0ba7f623fa28,com.sec.android.app.shealth,km/h,,7.0,3,eddc82e6-02c2-360e-df2b-837da953fae2,
,0,2020-08-22 21:35:35.416,35.93977,,SSE. 160,Partly Cloudy,0,1,TWC,2020-08-22 21:35:35.417,2020-08-22 21:35:35.417,1,-83.95774,27.0,65,UTC-0400,cfxbbbfj2r,e918e380-2cee-45f3-a973-c4ca12d476a8,com.sec.android.app.shealth,km/h,0,6.0,2,322a4591-5d7f-471f-b447-0cc4441f5cc8,
4.0,,2017-03-09 19:41:42.285,35.94556,,N,Sunny,,1,AccuWeather,2017-03-09 20:35:09.191,2017-03-09 20:35:09.191,0,-83.94963,21.1,24,UTC+0000,PEzvKidhug,d193a444-e60e-2fd9-fd8c-2d117d51d972,com.sec.android.app.shealth,km/h,,7.0,1,9fbabac7-a60f-22bf-70e2-4dfff1109059,
0.0,,2018-07-11 02:10:58.763,35.955708,,,Fair,,1,TWC,2018-07-11 02:30:21.571,2018-07-11 02:30:21.571,0,-83.93962,26.0,83,UTC+0000,PEzvKidhug,8039de7b-acc1-7384-4b1a-f37441549d94,com.sec.android.app.shealth,,,,18,ab3a2654-9cb4-47f1-420d-41bd94df2a46,
10.0,,2021-06-17 18:11:43.680,35.938416,,,Fair,,1,TWC,2021-06-17 18:48:42.077,2021-06-17 18:48:39.162,0,-83.95796,29.0,36,UTC-0400,C2yRtg360R,b66d0371-2cb4-fc8c-ec54-0be16f524d78,com.sec.android.app.shealth,,,,1,35af1422-04d4-bc7f-2f95-bc4c04bc59e9,
,0,2020-04-19 21:00:13.991,35.929226,,WSW. 250,Mostly Cloudy,0,1,TWC,2020-04-19 21:00:13.993,2020-04-19 21:00:13.993,1,-83.97388,19.0,48,UTC-0400,cfxbbbfj2r,c2296ff5-cf3b-4c6c-ae96-ba6c7ce1d329,com.sec.android.app.shealth,km/h,0,6.0,3,4821e9bc-4f47-4063-819c-565ca7f42ca7,
0.0,,2018-04-02 22:28:09.091,35.95131,,,Cloudy,,1,TWC,2018-04-02 22:48:46.604,2018-04-02 22:48:46.604,0,-83.94003,23.0,51,UTC+0000,PEzvKidhug,ce2b18b4-5840-0ffe-0a5f-c580d1c9a62a,com.sec.android.app.shealth,,,,3,46b3d283-eb7b-e589-2747-1ff2038a7b19,
1.0,,2017-02-12 19:53:32.500,35.92382,,WSW,Cloudy,,1,AccuWeather,2017-02-12 20:35:11.144,2017-02-12 20:35:11.144,0,-83.99078,23.2,64,UTC+0000,PEzvKidhug,803acad8-ab3e-d7c3-f2ab-849bab632feb,com.sec.android.app.shealth,km/h,,7.0,3,4086de14-04cf-1575-92e1-e6bb7334f595,
0.0,,2021-05-01 01:03:12.050,35.964447,,,Clear,,1,TWC,2021-05-01 01:17:28.640,2021-05-01 01:17:27.263,0,-83.91982,20.0,37,UTC-0400,C2yRtg360R,ce9281a6-406b-ac10-5692-1162ecff679b,com.sec.android.app.shealth,,,,18,d590c52d-fb6b-7530-69bb-ab55d592a61c,
