Date,Calories
10/4/2019,1804
10/5/2019,1626
10/6/2019,2752
10/7/2019,2773
10/8/2019,2758
10/9/2019,3915
10/10/2019,3403
10/11/2019,2750
10/12/2019,125
10/13/2019,83
10/14/2019,2121
10/15/2019,1172
10/16/2019,2199
10/17/2019,1466
10/18/2019,2621
10/19/2019,80
10/20/2019,95
10/21/2019,2335
10/22/2019,2102
10/23/2019,2740
10/24/2019,2878
10/25/2019,1930
10/26/2019,115
10/27/2019,105
10/28/2019,2235
10/29/2019,3147
10/30/2019,2421
10/31/2019,2374
11/1/2019,2211
11/2/2019,95
11/3/2019,105
11/4/2019,2317
11/5/2019,2204
11/6/2019,2693
11/7/2019,2430
11/8/2019,2387
11/9/2019,150
11/10/2019,125
11/11/2019,2560
11/12/2019,2846
11/13/2019,2239
11/14/2019,2260
11/15/2019,2410
11/16/2019,77
11/17/2019,120
11/18/2019,2512
11/19/2019,2448
11/20/2019,2294
11/21/2019,2265
11/22/2019,2230
11/23/2019,40
11/24/2019,75
11/25/2019,2214
11/26/2019,2632
11/27/2019,2460
11/28/2019,3218
11/29/2019,2357
11/30/2019,2467
12/1/2019,2963
12/2/2019,2679
12/3/2019,2590
12/4/2019,2119
12/5/2019,1968
12/6/2019,3189
12/7/2019,2317
12/8/2019,2253
12/9/2019,1962
12/10/2019,2677
12/11/2019,1920
12/12/2019,1657
12/13/2019,1790
12/14/2019,2244
12/15/2019,1867
12/16/2019,1987
12/17/2019,2130
12/18/2019,2085
12/19/2019,2252
12/20/2019,2488
12/21/2019,2392
12/22/2019,3355
12/23/2019,2632
12/24/2019,2450
12/25/2019,1930
12/26/2019,3235
12/27/2019,3178
12/28/2019,2813
12/29/2019,2885
12/30/2019,2762
12/31/2019,4118
1/1/2020,2560
1/2/2020,2901
1/3/2020,2735
1/4/2020,3441
1/5/2020,2839
1/6/2020,2719
1/7/2020,106
1/8/2020,2345
1/9/2020,96
1/10/2020,3361
1/11/2020,2794
1/12/2020,3378
1/13/2020,2437
1/14/2020,2219
1/15/2020,2461
1/16/2020,118
1/17/2020,2859
1/18/2020,2825
1/19/2020,3322
1/20/2020,1952
1/21/2020,3028
1/22/2020,1730
1/23/2020,1779
1/24/2020,1772
1/25/2020,3311
1/26/2020,1519
1/27/2020,1325
1/28/2020,1603
1/29/2020,1422
1/30/2020,1562
1/31/2020,1669
2/1/2020,1988
2/2/2020,2202
2/3/2020,1586
2/4/2020,1883
2/5/2020,1251
2/6/2020,1602
2/7/2020,1724
2/8/2020,1951
2/9/2020,2702
2/10/2020,1563
2/11/2020,2505
2/12/2020,2030
2/13/2020,2874
2/14/2020,1538
2/15/2020,2739
2/16/2020,2194
2/17/2020,2088
2/18/2020,1681
2/19/2020,2686
2/20/2020,2760
2/21/2020,2595
2/22/2020,2984
2/23/2020,2601
2/24/2020,1640
2/25/2020,1765
2/26/2020,1702
2/27/2020,2829
2/28/2020,2428
2/29/2020,2050
3/1/2020,2212
3/2/2020,1784
3/3/2020,2396
3/4/2020,2210
3/5/2020,3265
3/6/2020,1411
3/7/2020,1500
3/8/2020,1587
3/9/2020,1839
3/10/2020,1766
3/11/2020,2703
3/12/2020,2267
3/13/2020,1695
3/14/2020,2203
3/15/2020,1329
3/16/2020,1419
3/17/2020,1467
3/18/2020,1580
3/19/2020,1580
3/20/2020,1532
3/21/2020,2002
3/22/2020,2391
3/23/2020,2443
3/24/2020,1665
3/25/2020,2370
3/26/2020,1739
3/27/2020,2528
3/28/2020,2108
3/29/2020,2223
3/30/2020,1623
3/31/2020,1585
4/1/2020,1506
4/2/2020,1626
4/3/2020,1522
4/4/2020,1456
4/5/2020,1701
4/6/2020,1711
4/7/2020,1747
4/8/2020,1419
4/9/2020,1655
4/10/2020,1532
4/11/2020,2034
4/12/2020,2179
4/13/2020,2050
4/14/2020,1645
4/15/2020,1676
4/16/2020,1665
4/17/2020,1683
4/18/2020,2053
4/19/2020,2075
4/20/2020,1740
4/21/2020,1660
4/22/2020,1819
4/23/2020,1740
4/24/2020,1590
4/25/2020,2615
4/26/2020,2838
4/27/2020,1794
4/28/2020,1720
4/29/2020,1595
4/30/2020,1820
5/1/2020,1712
5/2/2020,2778
5/3/2020,2317
5/4/2020,1661
5/5/2020,1754
5/6/2020,1559
5/7/2020,1779
5/8/2020,1731
5/9/2020,2274
5/10/2020,2504
5/11/2020,2763
5/12/2020,3013
5/13/2020,3611
5/14/2020,2917
5/15/2020,2270
5/16/2020,2134
5/17/2020,2970
5/18/2020,2498
5/19/2020,3225
5/20/2020,2590
5/21/2020,2515
5/22/2020,2415
5/23/2020,2029
5/24/2020,2154
5/25/2020,2273
5/26/2020,2148
5/27/2020,2510
5/28/2020,2223
5/29/2020,2553
5/30/2020,2682
5/31/2020,2561
6/1/2020,2240
6/2/2020,1704
6/3/2020,2191
6/4/2020,2364
6/5/2020,4767
6/6/2020,1698
6/7/2020,2025
6/8/2020,1783
6/9/2020,1894
6/10/2020,1795
6/11/2020,2358
6/12/2020,1855
6/13/2020,1970
6/14/2020,2031
6/15/2020,2061
6/16/2020,1947
6/17/2020,2569
6/18/2020,2137
6/19/2020,2370
6/20/2020,2090
6/21/2020,1970
6/22/2020,2012
6/23/2020,2140
6/24/2020,1966
6/25/2020,1938
6/26/2020,2271
6/27/2020,1999
6/28/2020,1972
6/29/2020,2077
6/30/2020,2218
7/1/2020,2831
7/2/2020,2290
7/3/2020,2104
7/4/2020,2534
7/5/2020,2703
7/6/2020,2147
7/7/2020,2153
7/8/2020,2126
7/9/2020,1912
7/10/2020,2091
7/11/2020,2253
7/12/2020,2173
7/13/2020,2243
7/14/2020,2103
7/15/2020,2168
7/16/2020,1953
7/17/2020,2017
7/18/2020,2292
7/19/2020,2283
7/20/2020,2011
7/21/2020,2109
7/22/2020,2047
7/23/2020,2044
7/24/2020,2120
7/25/2020,2125
7/26/2020,2005
7/27/2020,2135
7/28/2020,2160
7/29/2020,2060
7/30/2020,2303
7/31/2020,1997
8/1/2020,2073
8/2/2020,2205
8/3/2020,1848
8/4/2020,2020
8/5/2020,2073
8/6/2020,2080
8/7/2020,2032
8/8/2020,2168
8/9/2020,2229
8/10/2020,1972
8/11/2020,2106
8/12/2020,2176
8/13/2020,2253
8/14/2020,2010
8/15/2020,2108
8/16/2020,2137
8/17/2020,1799
8/18/2020,1940
8/19/2020,2079
8/20/2020,1956
8/21/2020,1916
8/22/2020,1950
8/23/2020,2117
8/24/2020,1985
8/25/2020,2285
8/26/2020,2198
8/27/2020,2165
8/28/2020,2070
8/29/2020,2186
8/30/2020,2000
8/31/2020,2175
9/1/2020,2280
9/2/2020,2185
9/3/2020,2275
9/4/2020,2170
9/5/2020,2270
9/6/2020,2117
9/7/2020,2534
9/8/2020,2591
9/9/2020,2284
9/10/2020,2137
9/11/2020,2833
9/12/2020,2027
9/13/2020,1915
9/14/2020,2143
9/15/2020,1787
9/16/2020,2310
9/17/2020,3228
9/18/2020,2418
9/19/2020,2345
9/20/2020,2045
9/21/2020,2178
9/22/2020,2012
9/23/2020,2027
9/24/2020,2263
9/25/2020,2187
9/26/2020,1928
9/27/2020,2075
9/28/2020,2322
9/29/2020,2165
9/30/2020,2257
10/1/2020,1969
10/2/2020,2670
10/3/2020,2247
10/4/2020,2813
10/5/2020,2017
10/6/2020,1950
10/7/2020,2448
10/8/2020,2090
10/9/2020,2281
10/10/2020,2095
10/11/2020,2099
10/12/2020,2029
10/13/2020,1973
10/14/2020,2099
10/15/2020,2509
10/16/2020,2119
10/17/2020,1944
10/18/2020,2320
10/19/2020,1801
10/20/2020,2648
10/21/2020,2415
10/22/2020,3303
10/23/2020,2126
10/24/2020,2172
10/25/2020,2121
10/26/2020,2074
10/27/2020,2080
10/28/2020,2583
10/29/2020,1944
10/30/2020,2218
10/31/2020,2200
11/1/2020,1976
11/2/2020,2028
11/3/2020,2940
11/4/2020,1987
11/5/2020,2666
11/6/2020,2968
11/7/2020,2364
11/8/2020,2124
11/9/2020,2131
11/10/2020,2137
11/11/2020,1998
11/12/2020,2176
11/13/2020,2231
11/14/2020,2028
11/15/2020,2899
11/16/2020,1959
11/17/2020,2076
11/18/2020,2102
11/19/2020,2123
11/20/2020,2021
11/21/2020,2062
11/22/2020,2055
11/23/2020,2276
11/24/2020,1980
11/25/2020,2015
11/26/2020,3331
11/27/2020,2522
11/28/2020,2202
11/29/2020,2425
11/30/2020,2386
12/1/2020,2599
12/2/2020,2805
12/3/2020,2035
12/4/2020,2072
12/5/2020,2072
12/6/2020,1894
12/7/2020,2151
12/8/2020,1807
12/9/2020,1963
12/10/2020,2355
12/11/2020,2332
12/12/2020,2536
12/13/2020,2252
12/14/2020,2630
12/15/2020,2168
12/16/2020,1868
12/17/2020,2182
12/18/2020,2600
12/19/2020,2412
12/20/2020,2130
12/21/2020,1943
12/22/2020,1863
12/23/2020,3499
12/24/2020,3417
12/25/2020,2354
12/26/2020,2063
12/27/2020,2738
12/28/2020,2121
12/29/2020,1278
12/30/2020,2127
12/31/2020,2087
1/1/2021,2370
1/2/2021,2343
1/3/2021,2321
1/4/2021,3063
1/5/2021,2656
1/6/2021,2273
1/7/2021,1872
1/8/2021,2661
1/9/2021,2543
1/10/2021,1760
1/11/2021,2590
1/12/2021,2437
1/13/2021,1787
1/14/2021,1655
1/15/2021,1567
1/16/2021,2136
1/17/2021,2243
1/18/2021,2147
1/19/2021,1999
1/20/2021,2440
1/21/2021,3444
1/22/2021,2850
1/23/2021,2528
1/24/2021,3184
1/25/2021,3477
1/26/2021,2179
1/27/2021,2580
1/28/2021,2015
1/29/2021,2233
1/30/2021,2765
1/31/2021,2522
2/1/2021,3007
2/2/2021,2058
2/3/2021,2844
2/4/2021,2650
2/5/2021,2500
2/6/2021,2805
2/7/2021,2620
2/8/2021,1985
2/9/2021,1547
2/10/2021,1837
2/11/2021,1673
2/12/2021,1869
2/13/2021,1723
2/14/2021,1746
2/15/2021,1662
2/16/2021,2195
2/17/2021,1752
2/18/2021,2379
2/19/2021,2559
2/20/2021,2848
2/21/2021,2287
2/22/2021,1719
2/23/2021,1996
2/24/2021,2062
2/25/2021,1788
2/26/2021,2417
2/27/2021,2157
2/28/2021,2087
3/1/2021,2055
3/2/2021,1482
3/3/2021,2073
3/4/2021,1852
3/5/2021,2954
3/6/2021,2078
3/7/2021,2273
3/8/2021,2256
3/9/2021,1830
3/10/2021,2366
3/11/2021,2260
3/12/2021,2038
3/13/2021,2210
3/14/2021,2111
3/15/2021,2018
3/16/2021,1959
3/17/2021,1988
3/18/2021,2612
3/19/2021,2068
3/20/2021,2112
3/21/2021,2433
3/22/2021,2705
3/23/2021,2250
3/24/2021,2142
3/25/2021,2261
3/26/2021,2382
3/27/2021,2554
3/28/2021,2041
3/29/2021,1838
3/30/2021,1769
3/31/2021,1908
4/1/2021,2493
4/2/2021,1985
4/3/2021,1700
4/4/2021,1820
4/5/2021,2291
4/6/2021,1917
4/7/2021,2196
4/8/2021,2160
4/9/2021,1912
4/10/2021,2000
4/11/2021,1708
4/12/2021,1693
4/13/2021,2226
4/14/2021,1839
4/15/2021,1711
4/16/2021,2364
4/17/2021,2113
4/18/2021,2594
4/19/2021,2842
4/20/2021,2060
4/21/2021,2566
4/22/2021,2035
4/23/2021,1931
4/24/2021,2053
4/25/2021,2104
4/26/2021,1821
4/27/2021,2177
4/28/2021,1945
4/29/2021,1874
4/30/2021,2230
5/1/2021,2679
5/2/2021,2220
5/3/2021,2313
5/4/2021,2470
5/5/2021,2200
5/6/2021,2002
5/7/2021,1944
5/8/2021,2434
5/9/2021,1959
5/10/2021,2103
5/11/2021,2213
5/12/2021,2139
5/13/2021,2187
5/14/2021,3185
5/15/2021,1975
5/16/2021,2052
5/17/2021,1576
5/18/2021,1896
5/19/2021,1701
5/20/2021,1836
5/21/2021,1887
5/22/2021,1819
5/23/2021,2931
5/24/2021,1714
5/25/2021,1984
5/26/2021,2000
5/27/2021,2296
5/28/2021,3126
5/29/2021,1988
5/30/2021,2051
5/31/2021,2363
6/1/2021,3358
6/2/2021,2346
6/3/2021,2136
6/4/2021,2091
6/5/2021,1947
6/6/2021,2191
6/7/2021,1842
6/8/2021,1976
6/9/2021,2487
6/10/2021,2009
6/11/2021,2216
6/12/2021,2167
6/13/2021,2308
6/14/2021,2070
6/15/2021,2453
6/16/2021,2132
6/17/2021,2007
6/18/2021,2173
6/19/2021,2462
6/20/2021,2385
6/21/2021,1967
6/22/2021,2081
6/23/2021,2453
6/24/2021,1941
6/25/2021,2470
6/26/2021,2168
6/27/2021,2385
6/28/2021,2543
6/29/2021,2249
6/30/2021,3019
7/1/2021,2103
7/2/2021,2210
7/3/2021,2162
7/4/2021,2230
7/5/2021,1339
7/6/2021,2404
7/7/2021,1973
7/8/2021,2483
7/9/2021,2056
7/10/2021,2000
7/11/2021,1928
7/12/2021,2464
7/13/2021,3323
7/14/2021,1718
7/15/2021,2406
7/16/2021,1860
7/17/2021,2674
7/18/2021,2866
7/19/2021,2222
7/20/2021,2356
7/21/2021,2041
7/22/2021,2083
7/23/2021,1994
7/24/2021,2410
7/25/2021,2429
7/26/2021,2020
7/27/2021,2467
7/28/2021,2345
7/29/2021,2283
7/30/2021,2329
7/31/2021,2142
8/1/2021,1955
8/2/2021,1764
8/3/2021,2500
8/4/2021,2084
8/5/2021,2041
8/6/2021,2313
8/7/2021,2499
8/8/2021,3310
8/9/2021,1977
8/10/2021,2142
8/11/2021,2118
8/12/2021,2080
8/13/2021,1998
8/14/2021,2403
8/15/2021,1907
8/16/2021,2030
8/17/2021,2044
8/18/2021,1902
8/19/2021,2634
8/20/2021,2809
8/21/2021,2247
8/22/2021,1934
8/23/2021,2023
8/24/2021,1869
8/25/2021,2294
8/26/2021,2447
8/27/2021,2150
8/28/2021,2213
8/29/2021,2109
8/30/2021,1804
8/31/2021,2117
9/1/2021,1991
9/2/2021,1965
9/3/2021,1858
9/4/2021,2073
9/5/2021,2512
9/6/2021,1548
9/7/2021,1995
9/8/2021,1553
9/9/2021,1901
9/10/2021,2325
9/11/2021,2071
9/12/2021,2136
9/13/2021,1663
9/14/2021,2333
9/15/2021,1971
9/16/2021,2058
9/17/2021,2130
9/18/2021,1982
9/19/2021,2257
9/20/2021,1731
9/21/2021,2379
9/22/2021,2413
9/23/2021,2929
9/24/2021,1981
9/25/2021,2133
9/26/2021,2270
9/27/2021,1968
9/28/2021,2361
9/29/2021,2140
9/30/2021,2098
10/1/2021,2546
10/2/2021,2015
10/3/2021,2255
10/4/2021,2123
10/5/2021,2099
10/6/2021,2440
10/7/2021,2101
10/8/2021,2968
10/9/2021,2781
10/10/2021,2892
10/11/2021,1994
10/12/2021,2092
10/13/2021,2193
10/14/2021,1943
10/15/2021,2065
10/16/2021,2381
10/17/2021,2360
10/18/2021,2147
10/19/2021,2742
10/20/2021,2117
10/21/2021,3110
10/22/2021,2447
10/23/2021,3643
10/24/2021,2825
10/25/2021,2710
10/26/2021,1740
10/27/2021,1514
10/28/2021,1527
10/29/2021,1715
10/30/2021,2019
10/31/2021,1655
11/1/2021,1515
11/2/2021,1498
11/3/2021,1714
11/4/2021,1551
11/5/2021,1685
11/6/2021,2500
11/7/2021,1645
11/8/2021,1519
11/9/2021,1913
11/10/2021,1859
11/11/2021,2042
11/12/2021,1657
11/13/2021,1629
11/14/2021,1658
11/15/2021,1658
11/16/2021,1822
11/17/2021,1552
11/18/2021,1620
11/19/2021,1818
11/20/2021,1976
11/21/2021,2074
11/22/2021,2974
11/23/2021,2935
11/24/2021,2641
11/25/2021,2884
11/26/2021,2212
11/27/2021,2587
11/28/2021,2559
11/29/2021,2628
11/30/2021,2937
12/1/2021,2522
12/2/2021,2323
12/3/2021,2611
12/4/2021,2364
12/5/2021,2247
12/6/2021,2089
12/7/2021,2361
12/8/2021,2449
12/9/2021,3321
12/10/2021,2933
12/11/2021,2076
12/12/2021,2427
12/13/2021,1822
12/14/2021,1947
12/15/2021,3175
12/16/2021,1710
12/17/2021,1746
12/18/2021,2539
12/19/2021,2049
12/20/2021,2287
12/21/2021,2108
12/22/2021,2531
12/23/2021,2940
12/24/2021,2278
12/25/2021,2436
12/26/2021,1860
12/27/2021,1963
12/28/2021,2338
12/29/2021,1972
12/30/2021,2193
12/31/2021,3337
1/1/2022,1373
1/2/2022,1612
1/3/2022,1849
1/4/2022,1674
1/5/2022,1702
1/6/2022,1966
1/7/2022,2065
1/8/2022,1925
1/9/2022,1732
1/10/2022,1832
1/11/2022,1651
1/12/2022,1957
1/13/2022,1843
1/14/2022,1736
1/15/2022,2358
1/16/2022,1920
1/17/2022,1925
1/18/2022,2095
1/19/2022,1692
1/20/2022,1933
1/21/2022,1980
1/22/2022,2508
1/23/2022,2449
1/24/2022,2253
1/25/2022,1734
1/26/2022,2015
1/27/2022,2588
1/28/2022,2486
1/29/2022,2592
1/30/2022,2088
1/31/2022,1952
2/1/2022,1828
2/2/2022,2128
2/3/2022,2110
2/4/2022,2100
2/5/2022,2610
2/6/2022,2219
2/7/2022,2149
2/8/2022,2028
2/9/2022,2554
2/10/2022,2398
2/11/2022,2172
2/12/2022,2211
2/13/2022,2055
2/14/2022,1894
2/15/2022,2179
2/16/2022,1927
2/17/2022,1992
2/18/2022,2111
2/19/2022,2277
2/20/2022,2072
2/21/2022,2005
2/22/2022,2509
2/23/2022,2424
2/24/2022,1991
2/25/2022,2226
2/26/2022,2325
2/27/2022,2314
2/28/2022,2094
3/1/2022,2229
3/2/2022,2030
3/3/2022,2645
3/4/2022,2515
3/5/2022,2156
3/6/2022,2207
3/7/2022,2067
3/8/2022,2097
3/9/2022,3160
3/10/2022,2230
3/11/2022,2054
3/12/2022,2245
3/13/2022,2678
3/14/2022,2476
3/15/2022,2611
3/16/2022,2171
3/17/2022,2224
3/18/2022,3614
3/19/2022,1670
3/20/2022,2231
3/21/2022,1902
3/22/2022,2631
3/23/2022,3197
3/24/2022,1605
3/25/2022,1567
3/26/2022,1501
3/27/2022,1530
3/28/2022,1537
3/29/2022,1621
3/30/2022,1557
3/31/2022,1617
4/1/2022,1721
4/2/2022,1598
4/3/2022,1510
4/4/2022,1759
4/5/2022,2276
4/6/2022,1699
4/7/2022,1563
4/8/2022,1608
4/9/2022,2031
4/10/2022,2250
4/11/2022,1547
4/12/2022,1499
4/13/2022,1499
4/14/2022,1575
4/15/2022,1721
4/16/2022,1555
4/17/2022,1518
4/18/2022,1843
4/19/2022,2560
4/20/2022,2373
4/21/2022,3311
4/22/2022,3847
4/23/2022,3407
4/24/2022,1063
4/25/2022,2242
4/26/2022,2492
4/27/2022,2784
4/28/2022,3031
4/29/2022,2770
4/30/2022,2954
5/1/2022,2881
5/2/2022,3106
5/3/2022,3056
5/4/2022,2861
5/5/2022,1408
5/6/2022,1172
5/7/2022,2254
5/8/2022,1579
5/9/2022,1670
5/10/2022,1181
5/11/2022,1888
5/12/2022,1403
5/13/2022,1328
5/14/2022,1878
5/15/2022,1833
5/16/2022,1919
5/17/2022,2334
5/18/2022,2221
5/19/2022,1865
5/20/2022,2135
5/21/2022,2405
5/22/2022,2674
5/23/2022,2560
5/24/2022,2501
5/25/2022,2069
5/26/2022,2052
5/27/2022,1589
5/28/2022,1724
5/29/2022,1864
5/30/2022,1881
5/31/2022,2061
6/1/2022,2041
6/2/2022,1600
6/3/2022,2221
6/4/2022,1694
6/5/2022,2303
6/6/2022,2006
6/7/2022,2569
6/8/2022,2411
6/9/2022,2024
6/10/2022,2196
6/11/2022,1840
6/12/2022,2323
6/13/2022,2093
6/14/2022,2056
6/15/2022,2198
6/16/2022,2159
6/17/2022,1973
6/18/2022,2817
6/19/2022,2525
6/20/2022,2563
6/21/2022,2985
6/22/2022,2217
6/23/2022,2136
6/24/2022,2199
6/25/2022,2094
6/26/2022,3207
6/27/2022,3385
6/28/2022,1974
6/29/2022,2085
6/30/2022,2831
7/1/2022,2146
7/2/2022,2961
7/3/2022,3099
7/4/2022,3126
7/5/2022,2496
7/6/2022,2346
7/7/2022,1988
7/8/2022,2397
7/9/2022,2808
7/10/2022,2919
7/11/2022,2467
7/12/2022,2844
7/13/2022,1732
7/14/2022,1940
7/15/2022,2589
7/16/2022,1836
7/17/2022,3361
7/18/2022,3224
7/19/2022,2980
7/20/2022,2129
7/21/2022,1909
7/22/2022,2535
7/23/2022,2423
7/24/2022,2076
7/25/2022,1768
7/26/2022,2103
7/27/2022,1692
7/28/2022,1667
7/29/2022,2266
7/30/2022,2487
7/31/2022,2330
8/1/2022,2617
8/2/2022,3150
8/3/2022,2378
8/4/2022,2516
8/5/2022,2481
8/6/2022,2970
8/7/2022,2299
8/8/2022,2391
8/9/2022,1875
8/10/2022,2644
8/11/2022,1704
8/12/2022,2053
8/13/2022,2359
8/14/2022,2115
8/15/2022,2618
8/16/2022,2155
8/17/2022,2609
8/18/2022,2784
8/19/2022,2401
8/20/2022,3016
8/21/2022,3092
8/22/2022,2686
8/23/2022,2273
8/24/2022,2073
8/25/2022,2615
8/26/2022,1982
8/27/2022,2858
8/28/2022,2690
8/29/2022,2616
8/30/2022,2334
8/31/2022,2471
9/1/2022,2035
9/2/2022,2750
9/3/2022,2614
9/4/2022,2526
9/5/2022,2133
9/6/2022,2340
9/7/2022,1872
9/8/2022,1699
9/9/2022,2328
9/10/2022,2303
9/11/2022,1939
9/12/2022,2270
9/13/2022,2854
9/14/2022,2932
9/15/2022,2492
9/16/2022,3154
9/17/2022,2472
9/18/2022,2505
9/19/2022,2302
9/20/2022,2326
9/21/2022,2507
9/22/2022,2615
9/23/2022,2333
9/24/2022,3949
9/25/2022,2435
9/26/2022,1720
9/27/2022,1949
9/28/2022,1861
9/29/2022,1811
9/30/2022,2158
10/1/2022,3246
10/2/2022,2050
10/3/2022,1991
10/4/2022,2230
10/5/2022,2540
10/6/2022,2354
10/7/2022,2761
10/8/2022,2081
10/9/2022,2530
10/10/2022,1795
10/11/2022,1688
10/12/2022,1793
10/13/2022,1702
10/14/2022,1675
10/15/2022,1702
10/16/2022,1710
10/17/2022,1708
10/18/2022,1780
10/19/2022,1874
10/20/2022,2657
10/21/2022,3416
10/22/2022,3630
10/23/2022,3400
10/24/2022,3542
10/25/2022,3688
10/26/2022,2145
10/27/2022,3073
10/28/2022,2784
10/29/2022,2134
10/30/2022,2719
10/31/2022,2062
11/1/2022,2922
11/2/2022,1820
11/3/2022,1918
11/4/2022,2278
11/5/2022,1873
11/6/2022,2553
11/7/2022,2273
11/8/2022,3351
11/9/2022,2198
11/10/2022,2695
11/11/2022,2434
11/12/2022,2542
11/13/2022,1506
11/14/2022,1506
11/15/2022,1741
11/16/2022,1521
11/17/2022,1658
11/18/2022,2201
11/19/2022,1381
11/20/2022,1698
11/21/2022,1583
11/22/2022,2028
11/23/2022,1583
11/24/2022,1717
11/25/2022,2179
11/26/2022,2921
11/27/2022,3120
11/28/2022,2880
11/29/2022,3130
11/30/2022,2378
12/1/2022,2354
12/2/2022,3639
12/3/2022,2281
12/4/2022,2303
12/5/2022,2527
12/6/2022,2522
12/7/2022,2601
12/8/2022,3343
12/9/2022,2762
12/10/2022,2376
12/11/2022,2208
12/12/2022,2836
12/13/2022,2374
12/14/2022,3333
12/15/2022,4527
12/16/2022,2541
12/17/2022,2510
12/18/2022,2857
12/19/2022,2727
12/20/2022,2508
12/21/2022,3614
12/22/2022,2552
12/23/2022,2491
12/24/2022,3060
12/25/2022,2991
12/26/2022,2988
12/27/2022,3047
12/28/2022,2267
12/29/2022,2198
12/30/2022,2026
12/31/2022,3654
1/1/2023,1668
1/2/2023,1368
1/3/2023,1725
1/4/2023,1882
1/5/2023,2149
1/6/2023,1378
1/7/2023,2212
1/8/2023,2234
1/9/2023,1451
1/10/2023,2316
1/11/2023,1588
1/12/2023,2249
1/13/2023,1441
1/14/2023,2614
1/15/2023,2365
1/16/2023,1498
1/17/2023,2583
1/18/2023,1508
1/19/2023,2825
1/20/2023,2951
1/21/2023,1498
1/22/2023,2381
1/23/2023,1498
1/24/2023,2394
1/25/2023,1590
1/26/2023,2442
1/27/2023,1498
1/28/2023,2527
1/29/2023,2027
1/30/2023,1498
1/31/2023,2603
2/1/2023,1861
2/2/2023,2274
2/3/2023,1488
2/4/2023,2447
2/5/2023,2330
2/6/2023,1488
2/7/2023,2547
2/8/2023,1590
2/9/2023,2427
2/10/2023,1498
2/11/2023,2740
2/12/2023,3054
2/13/2023,2359
2/14/2023,2998
2/15/2023,2257
2/16/2023,2382
2/17/2023,3080
2/18/2023,2787
2/19/2023,3141
2/20/2023,2674
2/21/2023,2223
2/22/2023,2653
2/23/2023,2364
2/24/2023,2386
2/25/2023,2836
2/26/2023,2151
2/27/2023,2611
2/28/2023,2232
3/1/2023,1713
3/2/2023,1715
3/3/2023,1734
3/4/2023,1795
3/5/2023,1943
3/6/2023,1769
3/7/2023,1897
3/8/2023,1623
3/9/2023,1893
3/10/2023,2317
3/11/2023,3412
3/12/2023,3084
3/13/2023,2081
3/14/2023,2488
3/15/2023,3032
3/16/2023,3030
3/17/2023,3740
3/18/2023,2884
3/19/2023,2044
3/20/2023,2100
3/21/2023,3562
3/22/2023,2271
3/23/2023,2385
3/24/2023,2111
3/25/2023,2091
3/26/2023,2004
3/27/2023,2151
3/28/2023,2152
3/29/2023,2097
3/30/2023,2103
3/31/2023,2308
4/1/2023,1931
4/2/2023,2467
4/3/2023,2369
4/4/2023,2143
4/5/2023,2258
4/6/2023,2603
4/7/2023,2027
4/8/2023,2840
4/9/2023,2495
4/10/2023,2140
4/11/2023,2229
4/12/2023,2407
4/13/2023,2119
4/14/2023,2051
4/15/2023,2258
4/16/2023,2898
4/17/2023,2410
4/18/2023,2360
4/19/2023,2218
4/20/2023,2148
4/21/2023,1888
4/22/2023,2308
4/23/2023,1826
4/24/2023,2208
4/25/2023,1961
4/26/2023,2138
4/27/2023,2555
4/28/2023,3115
4/29/2023,2258
4/30/2023,2400
5/1/2023,1848
5/2/2023,2381
5/3/2023,1853
5/4/2023,1912
5/5/2023,2148
5/6/2023,1803
5/7/2023,1831
5/8/2023,2198
5/9/2023,1948
5/10/2023,1773
5/11/2023,1583
5/12/2023,1679
5/13/2023,1682
5/14/2023,1688
5/15/2023,1808
5/16/2023,1780
5/17/2023,2356
5/18/2023,1843
5/19/2023,1721
5/20/2023,2390
5/21/2023,1910
5/22/2023,1883
5/23/2023,1653
5/24/2023,2020
5/25/2023,2849
5/26/2023,2318
5/27/2023,2098
5/28/2023,2125
5/29/2023,2220
5/30/2023,2297
5/31/2023,2310
6/1/2023,3482
6/2/2023,2268
6/3/2023,3625
6/4/2023,2437
6/5/2023,1804
6/6/2023,1894
6/7/2023,2075
6/8/2023,2724
6/9/2023,2411
6/10/2023,2334
6/11/2023,1972
6/12/2023,2211
6/13/2023,1617
6/14/2023,2225
6/15/2023,2212
6/16/2023,2285
6/17/2023,1872
6/18/2023,2190
6/19/2023,2176
6/20/2023,2309
6/21/2023,2235
6/22/2023,2900
6/23/2023,2367
6/24/2023,3803
6/25/2023,2452
6/26/2023,1978
6/27/2023,2121
6/28/2023,2221
6/29/2023,2327
6/30/2023,2481
7/1/2023,2997
7/2/2023,2205
7/3/2023,2113
7/4/2023,2316
7/5/2023,2134
7/6/2023,2770
7/7/2023,2058
7/8/2023,4113
7/9/2023,2178
7/10/2023,1928
7/11/2023,1891
7/12/2023,1880
7/13/2023,2267
7/14/2023,1850
7/15/2023,1838
7/16/2023,2392
7/17/2023,2462
7/18/2023,2679
7/19/2023,2523
7/20/2023,2416
7/21/2023,2455
7/22/2023,1978
7/23/2023,2009
7/24/2023,2190
7/25/2023,1968
7/26/2023,1973
7/27/2023,2050
7/28/2023,2095
7/29/2023,2036
7/30/2023,2280
7/31/2023,2154
