residence_days,tol,move_window,move_thresh,move_scale,base_rate,down_factor,subject_r90,subject_r180,score,trial_mean_abs_err,trial_worst_abs_err,SURMOUNT-4_mid,STEP-1 extension_mid,STEP-4_mid
21,3.0,21,0.1,0.02,0.01,1.0,-0.7503617810968813,-0.8670194662074255,0.0936671292500729,21.183084718434017,23.30329574781281,7.156756237037014,1.911406165420124,2.8646835920365645
14,3.0,14,0.08,0.02,0.01,1.0,-0.7219327511035213,-0.8487127162523282,0.0934581341120618,20.187714114389415,22.472033470367116,8.06229564244706,1.8996720791691468,2.894503025594939
28,4.0,14,0.05,0.02,0.01,1.0,-0.5543415374689099,-0.7063945803105761,0.09310625957524718,14.962667512965854,16.198192763434562,13.51249280578818,2.469936932903397,3.8449751273335164
14,4.0,21,0.08,0.02,0.0075,0.5,-0.43112357452264843,-0.545816698306645,0.09165028004903965,11.03698492328242,11.87335960079604,14.39014795575127,5.3166203362965305,4.926006754686759
14,3.0,21,0.1,0.02,0.01,1.0,-0.7767402039947746,-0.8792430667296666,0.0915140085302619,22.189442788175953,24.143733970099365,6.455213508959012,1.8238905951466222,2.7199216434030076
42,4.0,21,0.1,0.02,0.01,1.0,-0.6897708152805907,-0.8292179960992028,0.09096203703892153,19.14134744662212,21.598182930922675,8.59344480793244,2.096818436329824,3.1371525467760315
14,2.5,14,0.1,0.02,0.0075,0.5,-0.4344964631340473,-0.5490005099130937,0.0908872820033067,10.87873269376744,12.603452725539178,13.69541044199207,5.262464633866358,4.863685387828199
14,2.5,14,0.08,0.02,0.01,1.0,-0.7093728854072883,-0.8401215943526595,0.09063016040150618,19.84445304990337,22.18536640077147,8.314249494416856,1.923205095787163,2.9375351232245035
28,4.0,14,0.08,0.02,0.01,1.0,-0.6811139502643091,-0.821842262562038,0.09055160526140862,18.85048114272984,21.355272214830364,8.999783076562597,2.0205638113324156,3.076969698801407
21,3.0,14,0.08,0.02,0.01,1.0,-0.6858488770637308,-0.8242512672959447,0.0888507980383163,19.07748087870805,21.54484614512534,8.85364760880687,1.9906627930594918,3.0423684845023056
