date,fm,surplus,sp,pressure,suppression,expression_day
2016-01-23,41.76,-770.0,45.42302155406094,201.4661854733517,971.4661854733517,0
2016-01-24,41.54,-703.0,45.41913853250688,213.35261928787833,916.3526192878783,0
2016-01-25,41.33,-276.0,45.41504939397437,224.6777166685905,500.6777166685905,0
2016-01-26,41.25,-339.0,45.410884344580396,228.84863895192177,567.8486389519218,0
2016-01-27,41.15,-111.0,45.406623460235814,234.11429031296984,345.11429031296984,0
2016-01-28,41.11,21.0,45.40232683677558,236.07797602265688,215.07797602265688,0
2016-01-29,41.11,83.0,45.3980345099388,235.8418980466342,152.8418980466342,0
2016-01-30,41.13,106.0,45.39376647542886,234.50715614858726,128.50715614858726,0
2016-01-31,41.16,1230.0,45.38953270895343,232.62429899243895,0.0,0
2016-02-01,41.5,1512.0,45.38564317624448,213.7103746934463,0.0,0
2016-02-02,41.93,-593.0,45.38218753306823,189.87031431875283,782.8703143187529,0
2016-02-03,41.76,92.0,45.378565345535165,199.0210940044342,107.02109400443419,0
2016-02-04,41.78,54.0,45.37496678018963,197.72317291042964,143.72317291042964,0
2016-02-05,41.79,-712.0,45.37138181340944,196.97599973751937,908.9759997375194,0
2016-02-06,41.58,-722.0,45.367590431596035,208.31747373778202,930.317473737782,0
2016-02-07,41.37,-671.0,45.36359284116444,219.64760626404433,890.6476062640443,0
2016-02-08,41.18,-780.0,45.359409248323274,229.8675086577801,1009.86750865778,0
2016-02-09,40.95,-534.0,45.35499983907495,242.27499114912206,776.2749911491221,0
2016-02-10,40.8,-926.0,45.35044483923588,250.2744661579734,1176.2744661579734,0
2016-02-11,40.53,-841.0,45.345624394396644,264.85934169181536,1105.8593416918154,0
2016-02-12,40.28,-738.0,45.34055877000225,278.3307323501235,1016.3307323501235,0
2016-02-13,40.07,-822.0,45.335288211232246,289.5908516177735,1111.5908516177735,0
2016-02-14,39.83,-756.0,45.329782923021014,302.48806076615585,1058.4880607661557,0
2016-02-15,39.61,-711.0,45.32406314009799,314.2734727053895,1025.2734727053894,0
2016-02-16,39.41,-464.0,45.318149076957894,324.9481992326844,788.9481992326844,0
2016-02-17,39.27,-848.0,45.312100927880934,332.3155510334512,1180.3155510334511,0
2016-02-18,39.03,-699.0,45.30581882695305,345.1700354824177,1044.1700354824177,0
2016-02-19,38.83,-858.0,45.299343008126094,355.81386544693527,1213.8138654469353,0
2016-02-20,38.58,-755.0,45.292623665117965,369.19430158148816,1124.1943015814882,0
2016-02-21,38.37,-725.0,45.285701041452846,380.3635572799067,1105.3635572799067,0
2016-02-22,38.16,-878.0,45.27857534041139,391.52164372262683,1269.5216437226268,0
2016-02-23,37.91,-450.0,45.27120676507098,404.866372078904,854.8663720789041,0
2016-02-24,37.78,-792.0,45.263715558305904,411.60435570682466,1203.6043557068247,0
2016-02-25,37.55,-740.0,45.2560018427476,423.83010135111823,1163.8301013511182,0
2016-02-26,37.34,-785.0,45.24808584090486,434.9447212497669,1219.9447212497669,0
2016-02-27,37.12,-545.0,45.239957755063955,446.59767652851764,991.5976765285177,0
2016-02-28,36.96,-773.0,45.23167779730889,454.94227885198893,1227.942278851989,0
2016-02-29,36.74,-380.0,45.22318611951158,466.57523657313686,846.5752365731369,0
2016-03-01,36.63,-565.0,45.21459293339207,472.15261133656367,1037.1526113365637,0
2016-03-02,36.47,-808.0,45.20584834045868,480.4716587252274,1288.4716587252274,0
2016-03-03,36.24,-799.0,45.19688249211822,492.628537066502,1291.628537066502,0
